PROVINCIA;MUNICIPIO;ESTACION;MAGNITUD;PUNTO_MUESTREO;ANO;MES;DIA;H01;V01;H02;V02;H03;V03;H04;V04;H05;V05;H06;V06;H07;V07;H08;V08;H09;V09;H10;V10;H11;V11;H12;V12;H13;V13;H14;V14;H15;V15;H16;V16;H17;V17;H18;V18;H19;V19;H20;V20;H21;V21;H22;V22;H23;V23;H24;V24
28;079;8;1;28079008_1_38;2020;03;19;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;V;00007;N;00007;V;00007;V;00007;V;00007;V;00000;N
28;079;8;6;28079008_6_48;2020;03;19;000.3;V;000.2;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.3;V;000.3;V;000.3;V;000.3;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;V;000.2;N;000.2;V;000.2;V;000.2;V;000.2;V;00000;N
28;079;8;7;28079008_7_8;2020;03;19;00006;V;00001;V;00001;V;00001;V;00001;V;00001;V;00001;V;00003;V;00005;V;00003;V;00003;V;00002;V;00002;V;00002;V;00002;V;00002;V;00002;V;00001;V;00003;N;00002;V;00002;V;00001;V;00001;V;00000;N
28;079;8;8;28079008_8_8;2020;03;19;00053;V;00023;V;00018;V;00016;V;00027;V;00020;V;00021;V;00030;V;00040;V;00032;V;00023;V;00018;V;00015;V;00013;V;00014;V;00012;V;00013;V;00014;V;00017;N;00016;V;00018;V;00017;V;00016;V;00000;N
28;079;8;9;28079008_9_47;2020;03;19;00017;V;00006;V;00010;V;00007;V;00011;V;00007;V;00011;V;00012;V;00013;V;00009;V;00004;V;00007;V;00005;V;00005;V;00001;V;00001;V;00005;V;00002;V;00003;N;00005;V;00020;V;00018;V;00012;V;00000;N
28;079;8;10;28079008_10_47;2020;03;19;00033;V;00016;V;00018;V;00015;V;00017;V;00014;V;00008;V;00012;V;00019;V;00009;V;00010;V;00013;V;00012;V;00012;V;00004;V;00004;V;00014;V;00011;V;00014;N;00033;V;00049;V;00049;V;00048;V;00000;N
28;079;8;12;28079008_12_8;2020;03;19;00062;V;00024;V;00020;V;00018;V;00030;V;00022;V;00023;V;00035;V;00048;V;00037;V;00028;V;00022;V;00018;V;00016;V;00017;V;00014;V;00016;V;00016;V;00020;N;00019;V;00021;V;00019;V;00018;V;00000;N
28;079;8;14;28079008_14_6;2020;03;19;06.50;V;60.25;V;49.68;V;52.87;V;38.14;V;48.64;V;49.90;V;44.79;V;37.45;V;55.24;V;64.61;V;74.66;V;79.19;V;81.94;V;82.17;V;86.87;V;87.01;V;84.46;V;78.67;N;69.29;V;64.09;V;63.40;V;64.19;V;00000;N
28;079;8;20;28079008_20_59;2020;03;19;002.0;V;001.1;V;000.6;V;000.9;V;002.4;V;000.8;V;000.7;V;000.6;V;000.8;V;000.9;V;000.7;V;000.6;V;000.6;V;000.9;V;000.7;V;000.5;V;000.5;V;000.5;V;000.6;N;000.3;V;000.4;V;000.4;V;000.4;V;00000;N
28;079;8;30;28079008_30_59;2020;03;19;000.4;V;000.4;V;000.3;V;000.4;V;000.2;V;000.4;V;000.4;V;000.4;V;000.5;V;000.5;V;000.4;V;000.4;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;V;000.3;N;000.3;V;000.4;V;000.4;V;000.3;V;00000;N
